hit_id	worker_id	worktime_s	item_id	wav	transcription
3FDWKV9VCN0ULHE6KJQXTE54NGPMU5	d48d673b048e434a9b09b9d937ccbf7e	330	water_bottle_2_1	water_bottle_2_1_11	an unopened Fiji water bottle
3FDWKV9VCN0ULHE6KJQXTE54NGPMU5	515fcfa7e22f4abb8dba9269c8d59b78	13	water_bottle_2_1	water_bottle_2_1_13	it is a mineral water bottle
3FDWKV9VCN0ULHE6KJQXTE54NGPMU5	9521eeb9d527410ab170d2f2b394a55a	16	water_bottle_2_1	water_bottle_2_1_14	it is a mineral water bottle
368IUKXGA56F49LIGHKMUCLJP6HP6F	d48d673b048e434a9b09b9d937ccbf7e	241	water_bottle_2_1	water_bottle_2_1_5	an unopened plastic bottle of Fiji Water
368IUKXGA56F49LIGHKMUCLJP6HP6F	f05881ad24e543bea138df8a40a517a2	14	water_bottle_2_1	water_bottle_2_1_6	this is a bottle of Fiji Water
368IUKXGA56F49LIGHKMUCLJP6HP6F	d39aace8f2b046cab2fad42144fa6107	1058	water_bottle_2_1	water_bottle_2_1_7	it's a Fuji water bottle with a blue LED
368IUKXGA56F49LIGHKMUCLJP6HP6F	74b14009e1ae4f87907d0491c8d2068d	38	water_bottle_2_1	water_bottle_2_1_8	this is a bottle of Fiji Water
368IUKXGA56F49LIGHKMUCLJP6HP6F	515fcfa7e22f4abb8dba9269c8d59b78	21	water_bottle_2_1	water_bottle_2_1_9	this is a mineral water bottle
33P2GD6NRNQUQ78JZ86IVMOA43SKHX	ad0de5a20c5a4ff0b1f76ffd122b72a4	291	water_bottle_2_2	water_bottle_2_2_10	there is a water bottle with a blue cap on the table
3HKIF5DF6YVW9FUHB5XBKDYTEG2G9D	d48d673b048e434a9b09b9d937ccbf7e	8	water_bottle_2_2	water_bottle_2_2_12	an unopened plastic water bottle
3HKIF5DF6YVW9FUHB5XBKDYTEG2G9D	515fcfa7e22f4abb8dba9269c8d59b78	33	water_bottle_2_2	water_bottle_2_2_13	this is a mineral water bottle
3HKIF5DF6YVW9FUHB5XBKDYTEG2G9D	de9203105cc4422a97f9832674f3c30e	27	water_bottle_2_2	water_bottle_2_2_14	this is the water bottle plastic water bottle with water in it
3HKIF5DF6YVW9FUHB5XBKDYTEG2G9D	74b14009e1ae4f87907d0491c8d2068d	40	water_bottle_2_2	water_bottle_2_2_15	this is a bottle of Smartwater
33P2GD6NRNQUQ78JZ86IVMOA43SKHX	db0e8db65b754ceda098c867a7a44cfd	39	water_bottle_2_2	water_bottle_2_2_7	is a clear plastic bottle of water with a blue sport type top open cap on the top switch
33P2GD6NRNQUQ78JZ86IVMOA43SKHX	f6056bd7507d481db988911ca0bfd8a1	12	water_bottle_2_2	water_bottle_2_2_8	pictures of mineral water
33P2GD6NRNQUQ78JZ86IVMOA43SKHX	5fbbf208b8e3495b8aa5e165b4f5e675	23	water_bottle_2_2	water_bottle_2_2_9	this is Ebola still want that it's not possible to say whose company has who supplies it
3W1K7D6QSBFFOP4JZHZWWQ9PD60BZ8	a85e4490689345bcb6b93ca9c946d343	17	water_bottle_2_3	water_bottle_2_3_11	this item is a tall water bottle for drinking
3W1K7D6QSBFFOP4JZHZWWQ9PD60BZ8	d48d673b048e434a9b09b9d937ccbf7e	249	water_bottle_2_3	water_bottle_2_3_12	a clear plastic bottle of unopened water with a blue lid
3W1K7D6QSBFFOP4JZHZWWQ9PD60BZ8	74b14009e1ae4f87907d0491c8d2068d	28	water_bottle_2_3	water_bottle_2_3_14	this is a bottle of Fiji Water
3W1K7D6QSBFFOP4JZHZWWQ9PD60BZ8	4941f0b2ee7f4dc6971a8e0fe1206fc0	2196	water_bottle_2_3	water_bottle_2_3_15	is a dog transparent glass with a blue label on the side
3PKJ68EHDNUZFN21HN66U7OXPESJHX	515fcfa7e22f4abb8dba9269c8d59b78	15	water_bottle_2_3	water_bottle_2_3_7	bindle water bottle
3PKJ68EHDNUZFN21HN66U7OXPESJHX	42a9e37e508e40b59a2fe14f5685a8af	97	water_bottle_2_3	water_bottle_2_3_8	stikbot
3PKJ68EHDNUZFN21HN66U7OXPESJHX	ff3ad5cf7d014d49be1cf508ce915ba2	2283	water_bottle_2_3	water_bottle_2_3_9	what's the plastic bottle of water
3R5LWXWHR06MABCFEL3P0GKBLJTGXW	515fcfa7e22f4abb8dba9269c8d59b78	22	water_bottle_2_4	water_bottle_2_4_10	this is a mineral water bottle
3R5LWXWHR06MABCFEL3P0GKBLJTGXW	5cddf9d398214aeaa1e1903097ce8f81	16	water_bottle_2_4	water_bottle_2_4_12	this is a large size bottle of fiuggi water the design is mostly transparent with a flower and we can see a little bit of flu every here and there
3R5LWXWHR06MABCFEL3P0GKBLJTGXW	74b14009e1ae4f87907d0491c8d2068d	48	water_bottle_2_4	water_bottle_2_4_13	this is a bottle of Fiji Water
306W7JMRYYW04T3WQRZJJ6CLEQT8BM	8685ed94a5ca467595e8e53f56db533c	7	water_bottle_2_4	water_bottle_2_4_7	it is a large bottle of Fiji Water
306W7JMRYYW04T3WQRZJJ6CLEQT8BM	74b14009e1ae4f87907d0491c8d2068d	37	water_bottle_2_4	water_bottle_2_4_8	what does a bottle of Fiji Water
3FDWKV9VCN0ULHE6KJQXTE54NNOMUI	74b14009e1ae4f87907d0491c8d2068d	20	water_bottle_3_1	water_bottle_3_1_10	this is a bottle of Smartwater
3XAOZ9UYRZP5XZL0AONUZLKCMKOQ1W	4226729554b04f76be0c04589f971a98	635	water_bottle_3_1	water_bottle_3_1_11	this is a bottle of SmartWater Empty Bottle is clear with a blue label on it and the logo smart water on it there is a clear cap on top of the bottle that can be opened and closed eye with a flip-top lid
3XAOZ9UYRZP5XZL0AONUZLKCMKOQ1W	47191067f8864f0c8fd51b5d73a11618	25	water_bottle_3_1	water_bottle_3_1_12	this is a bottle of SmartWater the bottle itself is clear with some graphics on it and is filled with water
3XAOZ9UYRZP5XZL0AONUZLKCMKOQ1W	ff3ad5cf7d014d49be1cf508ce915ba2	21	water_bottle_3_1	water_bottle_3_1_13	it's a big size mineral water bottle
3FDWKV9VCN0ULHE6KJQXTE54NNOMUI	515fcfa7e22f4abb8dba9269c8d59b78	17	water_bottle_3_1	water_bottle_3_1_6	this is a mineral water bottle
3FDWKV9VCN0ULHE6KJQXTE54NNOMUI	d48d673b048e434a9b09b9d937ccbf7e	282	water_bottle_3_1	water_bottle_3_1_8	a large unopened plastic bottle of Fiji Water
3FDWKV9VCN0ULHE6KJQXTE54NNOMUI	f05881ad24e543bea138df8a40a517a2	8	water_bottle_3_1	water_bottle_3_1_9	this is a bottle of Smartwater
3W31J70BASU39ZX3DGSHKVRURBNKCO	d48d673b048e434a9b09b9d937ccbf7e	497	water_bottle_3_2	water_bottle_3_2_10	an unopened plastic smart water bottle
3W31J70BASU39ZX3DGSHKVRURBNKCO	1cf9e65077224b9d9ba8d47a31a8474d	333	water_bottle_3_2	water_bottle_3_2_11	Arrowhead drinking water the health benefits of drinking water include the maintenance of energy level body temperature and breathing
3W31J70BASU39ZX3DGSHKVRURBNKCO	5fbbf208b8e3495b8aa5e165b4f5e675	14	water_bottle_3_2	water_bottle_3_2_12	smart water is just water
3W31J70BASU39ZX3DGSHKVRURBNKCO	f6056bd7507d481db988911ca0bfd8a1	12	water_bottle_3_2	water_bottle_3_2_14	pictures of mineral water bottle
39N6W9XWRDLBAG2PJHPRJURKNPNYGK	74b14009e1ae4f87907d0491c8d2068d	43	water_bottle_3_2	water_bottle_3_2_6	this is a bottle of Smartwater
39N6W9XWRDLBAG2PJHPRJURKNPNYGK	515fcfa7e22f4abb8dba9269c8d59b78	32	water_bottle_3_2	water_bottle_3_2_7	this is a mineral water bottle
39N6W9XWRDLBAG2PJHPRJURKNPNYGK	5cddf9d398214aeaa1e1903097ce8f81	19	water_bottle_3_2	water_bottle_3_2_8	a large bottle of that water and the label is mostly transparent but you have some kind of a Google define to it
30EV7DWJTVT9DNDJ74G573EVTBKY6I	3b5026e27a3e4e61a98c98d5ec8a9df1	126	water_bottle_3_3	water_bottle_3_3_10	a clear plastic bottle with blue label in writing bottle has a cover over the drinking spout portion of it on top
31N9JPQXIPGVYDTMWLYYNE5EYYXHNZ	49a1c370243b459cbe1fe263a2f8933a	22	water_bottle_3_3	water_bottle_3_3_11	a water bottle is Krypton white turntable to juice or drinking when we are thirsty
31N9JPQXIPGVYDTMWLYYNE5EYYXHNZ	515fcfa7e22f4abb8dba9269c8d59b78	17	water_bottle_3_3	water_bottle_3_3_12	it is a mineral water bottle
31N9JPQXIPGVYDTMWLYYNE5EYYXHNZ	d48d673b048e434a9b09b9d937ccbf7e	401	water_bottle_3_3	water_bottle_3_3_13	clear plastic unopened water bottle
31N9JPQXIPGVYDTMWLYYNE5EYYXHNZ	b7b0b192a799413483b91e12ad12873d	647	water_bottle_3_3	water_bottle_3_3_15	the dance Ben White body is full of water
30EV7DWJTVT9DNDJ74G573EVTBKY6I	a99dca17018e4af6a6b8cb37665d2e2c	24	water_bottle_3_3	water_bottle_3_3_6	Amazon water bottle so it's a clear bottle blue writing on it on the top has a blue cap with a mother clear cap over top of it
30EV7DWJTVT9DNDJ74G573EVTBKY6I	25253721782f4152a73ae77547c07752	40	water_bottle_3_3	water_bottle_3_3_7	is a bottle of water that has it stopped still attached to it it Romney turned away from us contact with rounded edges but it has to be every season
30EV7DWJTVT9DNDJ74G573EVTBKY6I	5cddf9d398214aeaa1e1903097ce8f81	9	water_bottle_3_3	water_bottle_3_3_9	a bottle of water
3S829FDFT2ZJYR2OCV2HUVHE8RDDXJ	49a1c370243b459cbe1fe263a2f8933a	17	water_bottle_3_4	water_bottle_3_4_10	aborted used to drink water is placed on white turntables
3S829FDFT2ZJYR2OCV2HUVHE8RDDXJ	74b14009e1ae4f87907d0491c8d2068d	27	water_bottle_3_4	water_bottle_3_4_11	this is a small bottle of Smartwater
3S829FDFT2ZJYR2OCV2HUVHE8RDDXJ	515fcfa7e22f4abb8dba9269c8d59b78	23	water_bottle_3_4	water_bottle_3_4_13	this is a mineral water bottle
3IQ9O0AYW6XTPL9QZZ2VWPCLNTYITU	d48d673b048e434a9b09b9d937ccbf7e	297	water_bottle_3_4	water_bottle_3_4_6	an unopened plastic squeeze water bottle
3IQ9O0AYW6XTPL9QZZ2VWPCLNTYITU	74b14009e1ae4f87907d0491c8d2068d	34	water_bottle_3_4	water_bottle_3_4_8	what does a bottle of Smartwater
3IQ9O0AYW6XTPL9QZZ2VWPCLNTYITU	9521eeb9d527410ab170d2f2b394a55a	14	water_bottle_3_4	water_bottle_3_4_9	it is a mineral water bottle
39AYGO6AFFIF1O95027UQNGOPRH6N1	d48d673b048e434a9b09b9d937ccbf7e	215	water_bottle_4_1	water_bottle_4_1_10	an unopened plastic water bottle with a blue and white label and white cap
3YO4AH2FPDI5QA0IE5JULG12HSIQ0T	d48d673b048e434a9b09b9d937ccbf7e	266	water_bottle_4_1	water_bottle_4_1_12	a small unopened plastic water bottle with a white and blue label
3YO4AH2FPDI5QA0IE5JULG12HSIQ0T	74b14009e1ae4f87907d0491c8d2068d	42	water_bottle_4_1	water_bottle_4_1_13	this is a 16.9 oz bottle of water
3YO4AH2FPDI5QA0IE5JULG12HSIQ0T	515fcfa7e22f4abb8dba9269c8d59b78	15	water_bottle_4_1	water_bottle_4_1_15	is a mineral water bottle
39AYGO6AFFIF1O95027UQNGOPRH6N1	515fcfa7e22f4abb8dba9269c8d59b78	136	water_bottle_4_1	water_bottle_4_1_7	this is a mineral water bottle
39AYGO6AFFIF1O95027UQNGOPRH6N1	74b14009e1ae4f87907d0491c8d2068d	118	water_bottle_4_1	water_bottle_4_1_9	this is a 16.9 oz bottle of water
3DWNFENNE3T53BE62GMN0IFTK96J4B	d48d673b048e434a9b09b9d937ccbf7e	407	water_bottle_4_2	water_bottle_4_2_10	an unopened clear plastic water bottle with a blue label
3DWNFENNE3T53BE62GMN0IFTK96J4B	515fcfa7e22f4abb8dba9269c8d59b78	15	water_bottle_4_2	water_bottle_4_2_12	Minden water bottle
3DWNFENNE3T53BE62GMN0IFTK96J4B	ad0de5a20c5a4ff0b1f76ffd122b72a4	98	water_bottle_4_2	water_bottle_4_2_14	there is one little water bottle under table
3126F2F5F81JHOEXMZ3K60DW646EPQ	515fcfa7e22f4abb8dba9269c8d59b78	29	water_bottle_4_2	water_bottle_4_2_6	this is a mineral water bottle
3126F2F5F81JHOEXMZ3K60DW646EPQ	5cddf9d398214aeaa1e1903097ce8f81	11	water_bottle_4_2	water_bottle_4_2_7	a small size bottle that is transparent but the label is blue and white
3126F2F5F81JHOEXMZ3K60DW646EPQ	74b14009e1ae4f87907d0491c8d2068d	32	water_bottle_4_2	water_bottle_4_2_8	this is a 16.9 oz bottle of water
3126F2F5F81JHOEXMZ3K60DW646EPQ	d48d673b048e434a9b09b9d937ccbf7e	220	water_bottle_4_2	water_bottle_4_2_9	an unopened plastic bottle of water with a white cap and white and blue label
3CIS7GGG65HW9TMT3L2EG60VELXUE1	ce64424317f748c5b42d6eb02098e05f	347	water_bottle_4_3	water_bottle_4_3_12	there's a bottle of water with small white cap
3CIS7GGG65HW9TMT3L2EG60VELXUE1	74b14009e1ae4f87907d0491c8d2068d	118	water_bottle_4_3	water_bottle_4_3_13	this is a 16.9 oz bottle of water
3CIS7GGG65HW9TMT3L2EG60VELXUE1	b15611f064144daeb3cb1a3ceb868adf	25	water_bottle_4_3	water_bottle_4_3_14	this is bottle of water
3CIS7GGG65HW9TMT3L2EG60VELXUE1	d48d673b048e434a9b09b9d937ccbf7e	313	water_bottle_4_3	water_bottle_4_3_15	an unopened plastic bottle of water with a blue and white label
34F34TZU7WXV0XZJY23Z73IV0VAJ2F	8a21d3d2f3df4f84923440374b5dddca	34	water_bottle_4_3	water_bottle_4_3_6	there is a small and full bottle of water
34F34TZU7WXV0XZJY23Z73IV0VAJ2F	ff3ad5cf7d014d49be1cf508ce915ba2	566	water_bottle_4_3	water_bottle_4_3_7	it's a plastic water bottle
34F34TZU7WXV0XZJY23Z73IV0VAJ2F	515fcfa7e22f4abb8dba9269c8d59b78	14	water_bottle_4_3	water_bottle_4_3_8	is Amanda water bottle
33NKDW9FFXG9TZWACZ76APZWNR1XC3	5cddf9d398214aeaa1e1903097ce8f81	153	water_bottle_4_4	water_bottle_4_4_10	small size water bottle is transferring and the label is white and blue
3J9UN9O9J3QO4NW5JFZLOFPG3XQJ0V	515fcfa7e22f4abb8dba9269c8d59b78	12	water_bottle_4_4	water_bottle_4_4_11	it is a mineral water bottle
3J9UN9O9J3QO4NW5JFZLOFPG3XQJ0V	d48d673b048e434a9b09b9d937ccbf7e	257	water_bottle_4_4	water_bottle_4_4_14	an unopened plastic water bottle with a mostly white label
33NKDW9FFXG9TZWACZ76APZWNR1XC3	74b14009e1ae4f87907d0491c8d2068d	30	water_bottle_4_4	water_bottle_4_4_6	this is a 16.9 oz bottle of water
33NKDW9FFXG9TZWACZ76APZWNR1XC3	515fcfa7e22f4abb8dba9269c8d59b78	26	water_bottle_4_4	water_bottle_4_4_7	this is a mineral water bottle
33NKDW9FFXG9TZWACZ76APZWNR1XC3	d48d673b048e434a9b09b9d937ccbf7e	256	water_bottle_4_4	water_bottle_4_4_8	a small unopened plastic water bottle
33NKDW9FFXG9TZWACZ76APZWNR1XC3	a85e4490689345bcb6b93ca9c946d343	18	water_bottle_4_4	water_bottle_4_4_9	this item is a water bottle a water bottle used for drinking
3BFNCI9LYKOR1KU01TS7NNIEFEA373	8685ed94a5ca467595e8e53f56db533c	5	water_bottle_5_1	water_bottle_5_1_10	it is a small bottle of water
3Y3N5A7N4G7B2QYBUKNMWZBHJBZYMS	74b14009e1ae4f87907d0491c8d2068d	34	water_bottle_5_1	water_bottle_5_1_11	this is a small bottle of water
3Y3N5A7N4G7B2QYBUKNMWZBHJBZYMS	71646118024b437497428452a8658b87	21	water_bottle_5_1	water_bottle_5_1_13	this is a small bottle of water
3Y3N5A7N4G7B2QYBUKNMWZBHJBZYMS	e03582117e0e4fea88de98f5e4a9a76c	13	water_bottle_5_1	water_bottle_5_1_14	a short bottle of water with a blue label
3Y3N5A7N4G7B2QYBUKNMWZBHJBZYMS	de9203105cc4422a97f9832674f3c30e	31	water_bottle_5_1	water_bottle_5_1_15	this is a small water bottle to plastic water bottle and as water inside
3BFNCI9LYKOR1KU01TS7NNIEFEA373	d48d673b048e434a9b09b9d937ccbf7e	238	water_bottle_5_1	water_bottle_5_1_6	a small clear plastic water bottles that has been unopened and has a blue label
3BFNCI9LYKOR1KU01TS7NNIEFEA373	5fbbf208b8e3495b8aa5e165b4f5e675	24	water_bottle_5_1	water_bottle_5_1_7	a bottle of Still Water the make cannot be same
3BFNCI9LYKOR1KU01TS7NNIEFEA373	515fcfa7e22f4abb8dba9269c8d59b78	12	water_bottle_5_1	water_bottle_5_1_8	it is a mineral water bottle
3E24UO25QZOXJ99H1H775CGTFUM6O2	74b14009e1ae4f87907d0491c8d2068d	38	water_bottle_5_2	water_bottle_5_2_10	what does a small bottle of water
3EQVJH0T40JTTQY6THKAWDB6NNIHTD	4941f0b2ee7f4dc6971a8e0fe1206fc0	31	water_bottle_5_2	water_bottle_5_2_11	does a duck with a white and blue label does water inside it
3EQVJH0T40JTTQY6THKAWDB6NNIHTD	a99dca17018e4af6a6b8cb37665d2e2c	36	water_bottle_5_2	water_bottle_5_2_12	here we have a clear water bottle and it stands Maybe inches tall and top has a translucent cap as well
3EQVJH0T40JTTQY6THKAWDB6NNIHTD	d48d673b048e434a9b09b9d937ccbf7e	295	water_bottle_5_2	water_bottle_5_2_13	a small unopened plastic bottle of water with a blue label and white cap
3EQVJH0T40JTTQY6THKAWDB6NNIHTD	74b14009e1ae4f87907d0491c8d2068d	152	water_bottle_5_2	water_bottle_5_2_14	this is a small bottle of water
3EQVJH0T40JTTQY6THKAWDB6NNIHTD	5fbbf208b8e3495b8aa5e165b4f5e675	18	water_bottle_5_2	water_bottle_5_2_15	small bottle with white cap blue label and a transparent liquid Within
3E24UO25QZOXJ99H1H775CGTFUM6O2	8685ed94a5ca467595e8e53f56db533c	6	water_bottle_5_2	water_bottle_5_2_6	it is a small water bottle
3E24UO25QZOXJ99H1H775CGTFUM6O2	d48d673b048e434a9b09b9d937ccbf7e	283	water_bottle_5_2	water_bottle_5_2_7	small clear unopened plastic water bottle with a blue label and white cap
3E24UO25QZOXJ99H1H775CGTFUM6O2	5fbbf208b8e3495b8aa5e165b4f5e675	14	water_bottle_5_2	water_bottle_5_2_9	a partially drunk bottle of spring water
3CRWSLD91K2Z8CU9OXEOU8DF510MO5	515fcfa7e22f4abb8dba9269c8d59b78	26	water_bottle_5_3	water_bottle_5_3_11	this is a mineral water bottle
3CRWSLD91K2Z8CU9OXEOU8DF510MO5	74b14009e1ae4f87907d0491c8d2068d	22	water_bottle_5_3	water_bottle_5_3_12	this is a small bottle of water the label is blue
3CRWSLD91K2Z8CU9OXEOU8DF510MO5	a85e4490689345bcb6b93ca9c946d343	17	water_bottle_5_3	water_bottle_5_3_14	this item is a water bottle used for drinking
3CRWSLD91K2Z8CU9OXEOU8DF510MO5	d48d673b048e434a9b09b9d937ccbf7e	241	water_bottle_5_3	water_bottle_5_3_15	a small clear plastic water bottle that is unopened and has a white cap and blue label
3AFT28WXLF0DCT4I3IGW2F6YOLHIO8	5fbbf208b8e3495b8aa5e165b4f5e675	12	water_bottle_5_3	water_bottle_5_3_6	small purple spring water
3AFT28WXLF0DCT4I3IGW2F6YOLHIO8	d48d673b048e434a9b09b9d937ccbf7e	323	water_bottle_5_3	water_bottle_5_3_7	small unopened water bottle with a blue label
3AFT28WXLF0DCT4I3IGW2F6YOLHIO8	ff3ad5cf7d014d49be1cf508ce915ba2	48	water_bottle_5_3	water_bottle_5_3_9	it's a sealed water bottle
33BFF6QPI196RZV1910JF3HV85J3W5	5719eb796087489eadf23713d38d50a6	31	water_bottle_5_4	water_bottle_5_4_10	this is a clear bottle of water with a white cap and a blue label all around it with white writing on the label
3UYRNV2KITX252STTH4SA1CFVM6N83	5cddf9d398214aeaa1e1903097ce8f81	7	water_bottle_5_4	water_bottle_5_4_12	a small water bottle bottle of water
3UYRNV2KITX252STTH4SA1CFVM6N83	515fcfa7e22f4abb8dba9269c8d59b78	14	water_bottle_5_4	water_bottle_5_4_13	this is a mineral water bottle
3UYRNV2KITX252STTH4SA1CFVM6N83	5e67ad1e8c294f04a1eb997584af4ead	83	water_bottle_5_4	water_bottle_5_4_15	close mall nearby.
33BFF6QPI196RZV1910JF3HV85J3W5	de9203105cc4422a97f9832674f3c30e	20	water_bottle_5_4	water_bottle_5_4_6	this is a medium sized plastic water bottle water in it
33BFF6QPI196RZV1910JF3HV85J3W5	8685ed94a5ca467595e8e53f56db533c	12	water_bottle_5_4	water_bottle_5_4_8	it is a small bottle of water
33BFF6QPI196RZV1910JF3HV85J3W5	9521eeb9d527410ab170d2f2b394a55a	25	water_bottle_5_4	water_bottle_5_4_9	this is a mineral water bottle
3WRBLBQ2GR6EDL64B9EIR2X0DGDG0G	6458f547649b41b8a89767921be2e0bc	31	potato_3_2	potato_3_2_23	d'usse pause Neato on the table
3WRBLBQ2GR6EDL64B9EIR2X0DGDG0G	ee21500952ba40209cd2a5bafe6c72fc	1301	potato_3_2	potato_3_2_19	a red circular potato
3WRBLBQ2GR6EDL64B9EIR2X0DGDG0G	4a337fb9a0074ed284968aca6b4df3c5	336	potato_3_2	potato_3_2_18	y'all dirt on the turntable is a potato
3WRBLBQ2GR6EDL64B9EIR2X0DGDG0G	a343f9decc6a4da6a49c0a85a3ecad38	35	potato_3_2	potato_3_2_21	I think it's potatoes a vegetable you can eat much only if you could get a price from Verizon
3WRBLBQ2GR6EDL64B9EIR2X0DGDG0G	917a2cd3fb0a4afc9ef4ae601e6a60de	30	potato_3_2	potato_3_2_20	a medium-sized potato with red skin
3WRBLBQ2GR6EDL64B9EIR2X0DGDG0G	4efe27b573ad47258b60508b4d161245	2382	potato_3_2	potato_3_2_15	it looks like a radish
3WRBLBQ2GR6EDL64B9EIR2X0DGDG0G	9151b2b04b534ac88670a3252f353df1	196	potato_3_2	potato_3_2_17	a small potato with some spuds hanging out
3WRBLBQ2GR6EDL64B9EIR2X0DGDG0G	5e67ad1e8c294f04a1eb997584af4ead	620	potato_3_2	potato_3_2_22	potato
3ZFRE2BDQ9CM1S7K4DRELN0HYDSZXJ	a343f9decc6a4da6a49c0a85a3ecad38	31	plate_2_2	plate_2_2_23	it's a boo plates and it's used to it to put something in it
3ZFRE2BDQ9CM1S7K4DRELN0HYDSZXJ	6458f547649b41b8a89767921be2e0bc	33	plate_2_2	plate_2_2_24	they say I apply on the table
3ZFRE2BDQ9CM1S7K4DRELN0HYDSZXJ	89405030d25a41a08b3b296c54632458	17	plate_2_2	plate_2_2_16	Volvo lease used for waiting for you usually put some kind of meal in it then then it it
3ZFRE2BDQ9CM1S7K4DRELN0HYDSZXJ	3e7a25664d4d49d7ab553b86c2d43dc8	123	plate_2_2	plate_2_2_19	it's going to be Josh shallow and service to Place Road
3ZFRE2BDQ9CM1S7K4DRELN0HYDSZXJ	4a337fb9a0074ed284968aca6b4df3c5	331	plate_2_2	plate_2_2_21	the object on a turntable has a blue dish
3ZFRE2BDQ9CM1S7K4DRELN0HYDSZXJ	4efe27b573ad47258b60508b4d161245	2373	plate_2_2	plate_2_2_20	that is a blue plate
3ZFRE2BDQ9CM1S7K4DRELN0HYDSZXJ	5e67ad1e8c294f04a1eb997584af4ead	507	plate_2_2	plate_2_2_17	blue College lights Gees
3ZFRE2BDQ9CM1S7K4DRELN0HYDSZXJ	6043c5d41dd642f5a65b9fffffcdb6f0	47	plate_2_2	plate_2_2_22	it is a robin egg blue dinner plate on the sides are a little bit more than normal
34OWYT6U3WFA560C1TXE5PB9VXZI9M	89405030d25a41a08b3b296c54632458	25	picture_frame_3_4	picture_frame_3_4_18	a picture frame is used to send all the pictures for on vertical site so we can see them and we usually put the some kind of picture in it
34OWYT6U3WFA560C1TXE5PB9VXZI9M	5e67ad1e8c294f04a1eb997584af4ead	580	picture_frame_3_4	picture_frame_3_4_23	black window picture frame
34OWYT6U3WFA560C1TXE5PB9VXZI9M	a343f9decc6a4da6a49c0a85a3ecad38	48	picture_frame_3_4	picture_frame_3_4_20	it's a bed frame with barcode still in its import photo frame to show some memories
34OWYT6U3WFA560C1TXE5PB9VXZI9M	ee21500952ba40209cd2a5bafe6c72fc	1349	picture_frame_3_4	picture_frame_3_4_22	a black wooden picture frame
34OWYT6U3WFA560C1TXE5PB9VXZI9M	4a337fb9a0074ed284968aca6b4df3c5	291	picture_frame_3_4	picture_frame_3_4_16	the object on the turntable is a picture frame
34OWYT6U3WFA560C1TXE5PB9VXZI9M	917a2cd3fb0a4afc9ef4ae601e6a60de	45	picture_frame_3_4	picture_frame_3_4_19	horizontal picture frame small look from behind black it's standing up and we can see the speaker with a barcode still in it
34OWYT6U3WFA560C1TXE5PB9VXZI9M	58658c6371114ae28589dec0bfd3a110	69	picture_frame_3_4	picture_frame_3_4_17	the object is a picture frame which is black and color and has an attached stand to hold it up
34OWYT6U3WFA560C1TXE5PB9VXZI9M	4efe27b573ad47258b60508b4d161245	2389	picture_frame_3_4	picture_frame_3_4_21	it's a photograph in a frame
3BO3NEOQM0FOAPAHTZBE1KMT1FHIA1	ee21500952ba40209cd2a5bafe6c72fc	99	potato_5_2	potato_5_2_15	in an oval shape sweet potato
3BO3NEOQM0FOAPAHTZBE1KMT1FHIA1	a343f9decc6a4da6a49c0a85a3ecad38	17	potato_5_2	potato_5_2_20	it's a potato
3BO3NEOQM0FOAPAHTZBE1KMT1FHIA1	4a337fb9a0074ed284968aca6b4df3c5	265	potato_5_2	potato_5_2_21	the objects on the turntable is a potato
3BO3NEOQM0FOAPAHTZBE1KMT1FHIA1	89405030d25a41a08b3b296c54632458	28	potato_5_2	potato_5_2_18	a potato is a vegetable that so many different types of food we usually meet at the bolts of fried or a bacon
3BO3NEOQM0FOAPAHTZBE1KMT1FHIA1	5e67ad1e8c294f04a1eb997584af4ead	660	potato_5_2	potato_5_2_22	large potato Browski
3BO3NEOQM0FOAPAHTZBE1KMT1FHIA1	dd3c11f19bde45858956b902e84bbe4f	38	potato_5_2	potato_5_2_23	a small root vegetable red and yellow in color could be a sweet potato
3BO3NEOQM0FOAPAHTZBE1KMT1FHIA1	4efe27b573ad47258b60508b4d161245	2335	potato_5_2	potato_5_2_16	it's a potato
3BO3NEOQM0FOAPAHTZBE1KMT1FHIA1	917a2cd3fb0a4afc9ef4ae601e6a60de	45	potato_5_2	potato_5_2_17	a medium sweet potato on pill
302U8RURJZZ0GEO61AF22FWN8OCVNV	917a2cd3fb0a4afc9ef4ae601e6a60de	48	lightbulb_2_2	lightbulb_2_2_18	Apple White One LED modern Bowl
302U8RURJZZ0GEO61AF22FWN8OCVNV	ee21500952ba40209cd2a5bafe6c72fc	153	lightbulb_2_2	lightbulb_2_2_16	white colored light bulb with a silver
302U8RURJZZ0GEO61AF22FWN8OCVNV	5e67ad1e8c294f04a1eb997584af4ead	532	lightbulb_2_2	lightbulb_2_2_17	Whiteland which Metallica
302U8RURJZZ0GEO61AF22FWN8OCVNV	834e62defb884a7993762d9c359f6f23	168	lightbulb_2_2	lightbulb_2_2_22	this object is medium in size when screwed in it gives off light from electricity to brighten up dark spaces
302U8RURJZZ0GEO61AF22FWN8OCVNV	4efe27b573ad47258b60508b4d161245	2375	lightbulb_2_2	lightbulb_2_2_21	that's a light bulb
302U8RURJZZ0GEO61AF22FWN8OCVNV	6458f547649b41b8a89767921be2e0bc	42	lightbulb_2_2	lightbulb_2_2_19	do you say I like
